Swiss-Prot	Affymetrix
O14910	35486_at
O14789	35487_at
Q8IWI6	35487_at
AAH14984	35488_at
Q16533	35488_at
Q16819	35489_at
Q8TDC9	35489_at
---	35490_at
P43363	35491_at
Q8IV39	35492_at
Q9HCS2	35492_at
P53420	35493_at
---	35494_at
P52655	35495_at
Q12798	35496_at
O60636	35497_at
---	35498_at
Q8IVX4	35499_at
Q9HAL7	35499_at
Q9NUJ3	35499_at
P46063	354_s_at
O43238	35500_at
O75341	35500_at
O75409	35501_at
Q16671	35502_at
P28222	35503_at
O14497	35504_at
Q8NC65	35504_at
Q8NFD6	35504_at
Q96SM7	35504_at
Q96T01	35504_at
Q96T89	35504_at
Q9BY33	35504_at
Q9HBJ5	35504_at
O14497	35505_at
Q8NC65	35505_at
Q8NFD6	35505_at
Q96SM7	35505_at
Q96T01	35505_at
Q96T89	35505_at
Q9BY33	35505_at
Q9HBJ5	35505_at
P01037	35506_s_at
P53367	35507_at
Q8N8M9	35507_at
AAM21108	35508_at
Q15286	35508_at
---	35509_at
Q8WWN3	35510_at
Q9GZR0	35510_at
Q9NYX2	35510_at
Q9UQD0	35510_at
Q9Y4D2	35511_at
Q8WWF5	35512_at
AAO19651	35513_r_at
O94942	35513_r_at
Q8N318	35513_r_at
---	35514_at
AAH35620	35515_at
Q9UIF3	35515_at
Q9Y3U0	35516_at
AAB02789	35517_at
AAH25782	35517_at
P01730	35517_at
O43476	35518_at
Q16821	35518_at
Q9NWT4	35519_at
---	35520_at
---	35521_at
Q9ULW9	35522_at
Q9Y233	35522_at
O60760	35523_at
P07360	35524_at
Q9Y2C5	35525_at
AAH20721	35526_at
P02748	35526_at
P54289	35527_at
O43516	35528_at
Q9BU37	35528_at
O43280	35529_at
P01842	35530_f_at
P06316	35530_f_at
Q8N5F4	35530_f_at
Q8NEJ1	35530_f_at
Q8TBC9	35530_f_at
Q8TBD0	35530_f_at
Q8TCJ5	35530_f_at
Q8TE63	35530_f_at
Q8WTU6	35530_f_at
Q8WUK3	35530_f_at
Q8WUK4	35530_f_at
Q96JD0	35530_f_at
Q96JD1	35530_f_at
Q96SB0	35530_f_at
Q9UL76	35530_f_at
O43564	35531_at
O75052	35531_at
O43908	35532_i_at
P26718	35532_i_at
O43908	35533_f_at
P26718	35533_f_at
O60269	35534_at
O60311	35535_f_at
O60344	35536_at
Q8NFD7	35536_at
Q9UBN6	35537_at
Q9Y3K2	35538_at
O43686	35539_at
O43820	35540_at
Q96E56	35540_at
Q9BRW9	35540_at
---	35541_r_at
---	35542_at
Q8IXV5	35543_at
Q96KN7	35543_at
Q9HB94	35543_at
Q9HB95	35543_at
Q9HBK6	35543_at
O60883	35544_at
O94843	35545_at
O95233	35545_at
Q8N3U2	35545_at
Q8TC60	35545_at
Q9UKX8	35545_at
---	35546_at
O60669	35547_at
Q8NEM3	35547_at
---	35548_at
P02404	35549_at
Q96EH5	35549_at
AAH45634	35550_at
Q9Y5K3	35550_at
AAH45634	35551_g_at
Q9Y5K3	35551_g_at
AAH45634	35552_at
Q9Y5K3	35552_at
O75885	35553_at
Q9H0U9	35553_at
O95409	35554_f_at
O95409	35555_r_at
P00740	35556_at
Q9UJL9	35557_at
---	35558_at
P51449	35559_at
Q8N5V7	35559_at
Q8NCY8	35559_at
---	35560_at
AAH09279	35561_at
AAH18919	35561_at
P23508	35561_at
Q96CF4	35562_at
Q8TCL1	35563_at
Q969V6	35563_at
Q9P2B0	35563_at
---	35564_at
Q15175	35565_at
Q96E01	35565_at
CAD61894	35566_f_at
CAD62627	35566_f_at
P01871	35566_f_at
P20769	35566_f_at
Q8WUK1	35566_f_at
Q8WUX4	35566_f_at
Q96AA6	35566_f_at
Q96BB9	35566_f_at
Q96EY0	35566_f_at
Q96GA6	35566_f_at
Q9BQB8	35566_f_at
Q9BU10	35566_f_at
Q9UGP3	35566_f_at
Q9UL73	35566_f_at
Q9UL90	35566_f_at
Q9UL93	35566_f_at
Q9Y298	35566_f_at
Q9Y509	35566_f_at
Q9UFX9	35567_at
P41586	35568_at
O94790	35569_at
Q8NF64	35569_at
Q8WTX8	35569_at
Q96HV3	35569_at
Q96Q01	35569_at
Q9BQH7	35569_at
Q9Y6L6	35570_at
Q96RI0	35571_at
O75346	35572_f_at
O75346	35573_r_at
---	35574_i_at
---	35575_f_at
---	35576_f_at
O75635	35577_at
---	35578_at
Q8NEV8	35579_at
Q9Y4D6	35579_at
Q08828	35580_at
Q8NFM5	35580_at
---	35581_at
P52788	35582_at
Q8N557	35583_at
Q99982	35583_at
O60840	35584_s_at
O95226	35584_s_at
Q9UHB1	35584_s_at
---	35585_at
---	35586_at
---	35587_at
Q9Y2A4	35588_at
P48546	35589_at
P48546	35590_s_at
P03951	35591_at
Q8NE83	35591_at
Q9H021	35592_at
Q9UPR5	35592_at
O75106	35593_at
P54317	35594_at
O75575	35595_at
Q8IXL4	35595_at
Q13411	35596_at
Q8N825	35596_at
Q96D63	35596_at
Q9BU49	35596_at
O15180	35597_at
Q96RU8	35597_at
Q9H2Y8	35597_at
---	35598_at
AAH32627	35599_at
Q14749	35599_at
Q16645	355_s_at
AAH39896	35600_at
AAH44585	35600_at
O95758	35600_at
---	35601_at
Q96MM2	35602_at
---	35603_at
Q9Y2C4	35604_at
O43827	35605_at
P19113	35606_at
CAD61894	35607_at
CAD62627	35607_at
P01871	35607_at
P20769	35607_at
Q8WUK1	35607_at
Q8WUX4	35607_at
Q96AA6	35607_at
Q96BB9	35607_at
Q96EY0	35607_at
Q96GA6	35607_at
Q9BQB8	35607_at
Q9BU10	35607_at
Q9UGP3	35607_at
Q9UL73	35607_at
Q9UL90	35607_at
Q9UL93	35607_at
Q9Y298	35607_at
Q9Y509	35607_at
P55196	35608_at
Q8NB23	35608_at
Q96C95	35608_at
Q9NSN7	35608_at
Q9UM08	35608_at
Q9Y6Z5	35608_at
O15039	35609_at
Q9Y5G5	35609_at
P21941	35610_at
Q8WVV1	35610_at
Q9Y6Q3	35611_at
Q8N655	35612_at
Q9H945	35612_at
Q9Y457	35612_at
Q8N655	35613_at
Q9H945	35613_at
Q9Y457	35613_at
Q9UL49	35614_at
Q14137	35615_at
Q96Q25	35615_at
P33076	35616_at
Q29675	35616_at
Q29704	35616_at
Q8SNB7	35616_at
Q96KL4	35616_at
Q13164	35617_at
Q96G51	35617_at
P42694	35618_at
O75129	35619_at
Q8N6P8	35619_at
Q8WV47	35619_at
Q96FL4	35619_at
Q9UHW6	35619_at
O96008	35620_at
Q8WY09	35620_at
Q8WY10	35620_at
Q8WY11	35620_at
Q9BR95	35620_at
Q15126	35621_at
P98077	35622_at
BAC11276	35623_at
Q96RD7	35623_at
Q8IUQ8	35624_at
Q9BVM3	35624_at
Q9Y2G4	35624_at
O00718	35625_at
P48960	35625_at
Q8TBQ7	35625_at
P51688	35626_at
Q13424	35627_at
O76062	35628_at
Q8IY06	35628_at
Q8TCL1	35629_at
Q969V6	35629_at
Q9P2B0	35629_at
Q14521	35630_at
Q9BR62	35630_at
P52434	35631_at
Q13191	35632_at
Q8IVC5	35632_at
Q92556	35633_at
Q96PB0	35633_at
Q9H0I1	35633_at
Q15750	35634_at
Q8IZW2	35634_at
---	35635_at
Q9Y2D0	35636_at
Q8WTZ4	35637_at
O14784	35638_at
Q06455	35638_at
---	35639_at
---	35640_at
O14784	35641_g_at
Q06455	35641_g_at
O75431	35642_at
Q8IZ68	35642_at
P80303	35643_at
Q8NFT5	35643_at
O75180	35644_at
Q9C058	35644_at
---	35645_at
Q15526	35646_at
Q01831	35647_at
Q96AX0	35647_at
Q8WXX7	35648_at
Q16878	35649_at
Q8TB64	35649_at
Q8TEL9	35650_at
Q9NYA0	35650_at
Q9Y4G2	35650_at
BAA13204	35651_at
Q8N1X5	35651_at
Q9P1M2	35651_at
Q9Y6R4	35651_at
BAA13204	35652_g_at
Q8N1X5	35652_g_at
Q9P1M2	35652_g_at
Q9Y6R4	35652_g_at
AAH13652	35653_at
Q13227	35653_at
---	35654_at
O15084	35655_at
AAG49400	35656_at
AAH34688	35656_at
Q9BZP5	35656_at
Q9Y252	35656_at
Q15633	35657_at
Q9BRY2	35657_at
AAH11729	35658_at
O95465	35658_at
P49768	35658_at
Q96P33	35658_at
AAH28082	35659_at
Q13651	35659_at
P10523	35660_at
Q15301	35660_at
P10523	35661_g_at
Q15301	35661_g_at
P55212	35662_at
P47972	35663_at
Q13201	35664_at
Q15134	35665_at
Q8NEB9	35665_at
AAH42914	35666_at
Q13275	35666_at
AAH42914	35667_at
Q13275	35667_at
O60894	35668_at
AAH45771	35669_at
O75128	35669_at
Q8N304	35669_at
Q8TCM1	35669_at
P13637	35670_at
Q12789	35671_at
Q12838	35671_at
Q8IZA4	35672_at
Q8WYP5	35672_at
Q96EH9	35672_at
Q9Y4Q6	35672_at
AAH10046	35673_at
AAH11839	35673_at
AAH14555	35673_at
Q12774	35673_at
Q96DA7	35674_at
Q9Y2J8	35674_at
O60504	35675_at
Q96FY4	35675_at
Q9BT70	35675_at
AAH46117	35676_at
O14645	35676_at
O95568	35677_at
O60245	35678_at
P42658	35679_s_at
P42658	35680_r_at
O60315	35681_r_at
Q8IW57	35682_at
Q8TAJ3	35682_at
Q9H8R9	35682_at
Q9P0Y7	35682_at
Q9Y6X9	35683_at
P08581	35684_at
Q12875	35684_at
Q9UMU9	35684_at
AAH02922	35685_at
Q06587	35685_at
P56277	35686_s_at
---	35687_at
---	35688_g_at
Q15034	35689_at
Q13051	35690_s_at
Q14938	35690_s_at
Q13051	35691_r_at
Q14938	35691_r_at
Q9Y4M1	35692_at
O75544	35693_at
P37235	35693_at
O95819	35694_at
Q99698	35695_at
Q99698	35696_s_at
Q03393	35697_at
CAA68417	35698_at
CAA68418	35698_at
P05156	35698_at
Q8WW88	35698_at
O60566	35699_at
Q8WV50	35699_at
AAH28155	356_at
Q14807	356_at
Q14984	356_at
Q14985	356_at
O14647	35700_at
Q8N677	35700_at
Q96IP5	35700_at
AAM12630	35701_at
Q9BR65	35701_at
P28845	35702_at
P04085	35703_at
P53816	35704_at
AAH45613	35705_at
Q14995	35705_at
Q96B66	35705_at
AAH45613	35706_at
Q14995	35706_at
Q96B66	35706_at
Q8IW92	35707_at
Q8NC62	35707_at
Q8NCB3	35707_at
Q8NCG3	35707_at
Q8NCJ1	35707_at
Q96HP3	35707_at
Q8IW92	35708_at
Q8NC62	35708_at
Q8NCB3	35708_at
Q8NCG3	35708_at
Q8NCJ1	35708_at
Q96HP3	35708_at
Q969G6	35709_at
Q9NUT7	35709_at
O00281	35710_s_at
O00282	35710_s_at
Q96DD4	35710_s_at
Q96F51	35710_s_at
Q9UI32	35711_at
Q8IYQ6	35712_at
Q9H3W5	35712_at
Q9NUU4	35712_at
Q00597	35713_at
O00764	35714_at
Q9Y269	35715_at
O00338	35716_at
O94911	35717_at
Q9HB58	35718_at
O60346	35719_at
Q96FK2	35719_at
Q9NUY1	35719_at
O94967	35720_at
Q8IXT7	35720_at
Q8IYU9	35720_at
P14060	35721_at
Q8IV65	35721_at
Q8TE88	35722_at
Q9H1J2	35722_at
Q9HAU5	35722_at
Q9NWL1	35722_at
Q9P2D9	35722_at
Q9Y4M9	35722_at
P36639	35723_at
Q8IV95	35723_at
O00625	35724_at
O00505	35725_at
Q8IYQ9	35725_at
P29034	35726_at
Q8N524	35727_at
Q9NWZ5	35727_at
Q8N524	35728_at
Q9NWZ5	35728_at
BAA34447	35729_at
O94832	35729_at
Q8N618	35729_at
Q8NHP9	35729_at
AAH33009	35730_at
P00325	35730_at
P13612	35731_at
Q8IU66	35731_at
Q8IU71	35731_at
Q8IUA2	35731_at
Q8N2Q8	35732_at
Q9Y546	35732_at
O15142	35733_at
Q8IY98	35733_at
Q96C82	35733_at
---	35734_at
P32455	35735_at
AAK92284	35736_at
Q8NC58	35736_at
Q8NCF3	35736_at
Q96JB7	35736_at
Q9Y3V6	35736_at
O00479	35737_at
O00479	35738_at
Q9NYN5	35739_at
Q9NYN6	35739_at
Q9UEG3	35739_at
Q96G58	35740_at
Q96IH6	35740_at
Q9UG76	35740_at
Q9Y6C2	35740_at
P78356	35741_at
Q8TBP2	35741_at
Q8IZ36	35742_at
Q96H25	35742_at
Q96MC5	35742_at
O95639	35743_at
Q9BTW6	35743_at
Q14154	35744_at
Q969R4	35744_at
Q96EU9	35744_at
AAH01155	35745_f_at
Q15366	35745_f_at
AAH01155	35746_r_at
Q15366	35746_r_at
Q8NEL5	35747_at
Q9UFM8	35747_at
Q9Y499	35747_at
Q9Y639	35747_at
Q9Y640	35747_at
P24534	35748_at
O75528	35749_at
Q8WU90	35750_at
Q8WZ06	35750_at
Q9NUZ3	35750_at
Q9NZ37	35750_at
Q9P079	35750_at
P21912	35751_at
P07225	35752_s_at
Q9NSD0	35752_s_at
O14547	35753_at
O75965	35753_at
Q9BW78	35753_at
CAD66561	35754_at
CAD89913	35754_at
P49755	35754_at
Q13572	35755_at
Q8N3Y0	35755_at
Q9BTL6	35755_at
Q9H2E7	35755_at
O14908	35756_at
Q16630	35757_at
Q9BSJ7	35757_at
Q9BW18	35757_at
Q96P97	35758_at
Q9Y230	35758_at
P78371	35759_at
O75947	35760_at
Q9C068	35761_at
Q9H358	35761_at
Q9NRN7	35761_at
Q9P0Q3	35761_at
Q9UG80	35761_at
Q9Y389	35761_at
O75070	35762_at
Q9NVF7	35762_at
O60288	35763_at
O75665	35764_at
Q13795	35765_at
P05783	35766_at
Q15899	35766_at
Q96GD2	35766_at
O08765	35767_at
AAH30802	35768_at
O75150	35768_at
Q8N615	35768_at
Q96T18	35768_at
Q9BSV9	35768_at
Q9HC82	35768_at
O95966	35769_at
Q96HB4	35769_at
Q9Y653	35769_at
Q15904	35770_at
Q8NBT4	35770_at
Q8NF19	35770_at
Q9H0C7	35770_at
O75398	35771_at
O15086	35772_at
Q9NZN5	35772_at
Q9UI75	35772_at
P17568	35773_i_at
P17568	35774_r_at
Q96AI4	35775_at
Q9NRG4	35775_at
Q15811	35776_at
Q8IWH9	35776_at
Q8IWU0	35776_at
P78317	35777_at
O60282	35778_at
Q9UFW7	35778_at
AAH28382	35779_at
Q9NRW7	35779_at
O75147	35780_at
Q96IW3	35780_at
O75147	35781_g_at
Q96IW3	35781_g_at
O75147	35782_at
Q96IW3	35782_at
Q15836	35783_at
Q9BRV4	35783_at
Q15836	35784_at
Q9BRV4	35784_at
Q9H0R8	35785_at
O75064	35786_at
Q13409	35787_at
Q9H5W7	35787_at
Q13409	35788_at
Q9H5W7	35788_at
Q96B69	35789_at
Q9UPV9	35789_at
O75436	35790_at
O75352	35791_at
Q96N63	35791_at
Q9BUU8	35791_at
Q9H3L2	35791_at
Q96AA5	35792_at
Q99685	35792_at
Q9UN86	35793_at
Q9NYI0	35794_at
Q9Y2F1	35794_at
O94975	35795_at
Q9BRX7	35795_at
Q9NSW6	35795_at
Q9NZS3	35795_at
Q9UBN7	35795_at
Q9Y3F5	35796_at
AAH09960	35797_at
P78552	35797_at
Q96BB4	35797_at
Q9UDY5	35797_at
AAH19321	35798_at
AAK00314	35798_at
Q8IVW7	35798_at
Q9NSR8	35798_at
Q9UK41	35798_at
AAO06949	35799_at
Q9UBS3	35799_at
O00429	357_at
O14541	357_at
O60709	357_at
Q8TBT7	357_at
Q9Y5J2	357_at
Q15102	35800_at
Q8WWI0	35801_at
Q9BY32	35801_at
Q8N3X1	35802_at
Q9H985	35802_at
Q9NT81	35802_at
Q9Y2L7	35802_at
P52199	35803_at
O60659	35804_at
O60660	35804_at
Q9UBL3	35804_at
Q96I74	35805_at
Q96K84	35805_at
Q9BV82	35805_at
Q9H8Y8	35805_at
Q9H946	35805_at
Q9UFW4	35805_at
Q96I74	35806_at
Q96K84	35806_at
Q9BV82	35806_at
Q9H8Y8	35806_at
Q9H946	35806_at
Q9UFW4	35806_at
P13498	35807_at
Q13247	35808_at
Q13247	35809_g_at
O15145	35810_at
O43567	35811_at
Q96GU9	35812_at
Q9Y3R2	35812_at
Q9Y5L0	35812_at
Q96GU9	35813_at
Q9Y3R2	35813_at
Q9Y5L0	35813_at
Q96KM8	35814_at
Q9BXW1	35814_at
O75397	35815_at
O75405	35815_at
Q8N3R0	35815_at
Q8TCN0	35815_at
Q96IB5	35815_at
Q9BYW2	35815_at
Q9C0D1	35815_at
Q9H696	35815_at
Q9NZW9	35815_at
P04080	35816_at
P02686	35817_at
Q8N2V8	35817_at
BAA00187	35818_at
P00001	35818_at
P08574	35819_at
Q8TBT6	35819_at
CAA43994	35820_at
P17900	35820_at
Q14427	35820_at
Q14428	35820_at
O15379	35821_at
Q9H368	35821_at
P00751	35822_at
P23284	35823_at
Q9BVK5	35823_at
Q8N463	35824_at
Q99592	35824_at
Q8N463	35825_s_at
Q99592	35825_s_at
O00267	35826_at
O43279	35826_at
Q99639	35826_at
O94979	35827_at
Q8IZH4	35827_at
Q9P048	35827_at
Q9P0A6	35827_at
Q9UM05	35827_at
Q9UM06	35827_at
O95671	35828_at
P52943	35828_at
Q8N2F4	35829_at
Q9BY67	35829_at
BAA20825	35830_at
Q96CP8	35830_at
Q96QU8	35830_at
Q9BT21	35830_at
O75110	35831_at
Q96B35	35831_at
AAO33315	35832_at
Q8IWU6	35832_at
Q8NCA2	35832_at
Q96E28	35832_at
Q9NTJ8	35832_at
Q9UPS5	35832_at
Q8TBI8	35833_at
Q9Y5U4	35833_at
P25311	35834_at
Q8N4N0	35834_at
Q8N4H7	35835_at
Q9BQD4	35835_at
Q9UJX4	35835_at
Q9H0N2	35836_at
Q9H2R7	35836_at
Q9Y266	35836_at
Q9Y2B6	35836_at
O75711	35837_at
Q8WWG0	35837_at
O00153	35838_at
Q9BQ19	35838_at
Q14534	35839_at
Q9UNR6	35839_at
Q8NDC1	35840_at
Q9H6Y7	35840_at
Q9Y3V1	35840_at
Q9Y4L6	35840_at
P52436	35841_at
---	35842_at
Q8NCN0	35843_at
Q8TCY4	35843_at
Q8TD19	35843_at
Q9Y6S6	35843_at
P31431	35844_at
O95487	35845_at
P10827	35846_at
Q8N2Y4	35847_at
Q9UPU5	35847_at
Q9ULJ6	35848_at
Q8IUM5	35849_at
Q9Y4E2	35849_at
Q8IUM5	35850_at
Q9Y4E2	35850_at
Q8IUM5	35851_g_at
Q9Y4E2	35851_g_at
O75148	35852_at
Q8IV71	35852_at
Q9NRD5	35853_at
Q05940	35854_at
CAC80546	35855_s_at
P39086	35855_s_at
CAC80546	35856_r_at
P39086	35856_r_at
CAC80546	35857_at
P39086	35857_at
Q16603	35858_at
---	35859_f_at
---	35860_r_at
---	35861_at
AAH44572	35862_at
Q16348	35862_at
AAH44572	35863_g_at
Q16348	35863_g_at
P10323	35864_at
O00482	35865_at
O60587	35865_at
Q9UEC0	35865_at
Q9Y5V6	35865_at
Q14587	35866_at
Q8TDG8	35866_at
Q9H337	35866_at
AAH39899	35867_at
O15244	35867_at
Q8NG62	35867_at
Q15109	35868_at
O95711	35869_at
O95462	35870_at
Q9UDR5	35870_at
O15153	35871_s_at
Q8NEJ2	35871_s_at
Q9H262	35871_s_at
Q9NRZ1	35871_s_at
Q9UIC0	35871_s_at
Q9UIC1	35871_s_at
Q9UP50	35871_s_at
Q9Y6R1	35871_s_at
Q9Y6R3	35871_s_at
Q13370	35872_at
Q15406	35873_at
Q8NHQ0	35873_at
Q99487	35874_at
O95470	35875_at
Q9ULG8	35875_at
O95470	35876_s_at
Q9ULG8	35876_s_at
P35715	35877_at
Q9Y2D9	35878_at
P22466	35879_at
Q9Y2S1	35879_at
Q12840	35880_at
---	35881_at
---	35882_at
Q01892	35883_at
Q29863	35884_at
Q9UDY6	35884_at
O00507	35885_at
Q9UNF0	35886_at
AAH04199	35887_at
P12271	35887_at
AAH04199	35888_at
P12271	35888_at
Q8NCQ1	35889_at
Q8NCQ1	35890_at
Q9UJM8	35891_at
P17927	35892_at
---	35893_s_at
P17927	35894_at
P41159	35895_at
---	35896_at
O14514	35897_r_at
O76076	35898_at
O96030	35899_at
---	358_at
O96030	35900_at
O95404	35901_at
Q8NA60	35901_at
Q8TBY5	35901_at
Q96J94	35901_at
Q96JD5	35901_at
---	35902_at
P23515	35903_at
Q12908	35904_at
P04406	35905_s_at
Q16768	35905_s_at
P13866	35906_at
P41002	35907_at
O94993	35908_at
Q8IYX6	35908_at
Q15184	35909_at
Q8WV24	35909_at
Q9NZ17	35909_at
O43923	35910_f_at
O43923	35911_r_at
O75456	35912_at
O76037	35912_at
O95938	35912_at
Q99102	35912_at
Q9GZM2	35912_at
Q9GZV6	35912_at
Q9H481	35912_at
Q9H482	35912_at
Q9H483	35912_at
Q9H484	35912_at
Q9H485	35912_at
Q9H486	35912_at
Q9H487	35912_at
Q9H4D6	35912_at
Q9H4D8	35912_at
Q9NPJ0	35912_at
Q9NY09	35912_at
Q9NY75	35912_at
Q9NY76	35912_at
Q9NY77	35912_at
Q9NY78	35912_at
Q9NY79	35912_at
Q9NY80	35912_at
Q9NY81	35912_at
Q9UK75	35912_at
Q9UP82	35912_at
Q8IZA7	35913_at
Q8N4Z3	35913_at
Q99856	35913_at
Q8IUX3	35914_r_at
Q9Y3Q0	35914_r_at
---	35915_at
---	35916_s_at
P78559	35917_at
Q9UL09	35917_at
Q9NTG5	35918_at
Q9Y238	35918_at
P20061	35919_at
---	35920_at
---	35921_at
Q8IWA1	35922_at
Q9BX26	35922_at
AAH00740	35923_at
P32239	35923_at
Q16144	35923_at
Q96LC6	35923_at
Q9NYK7	35923_at
O15326	35924_at
Q13187	35924_at
Q8TC02	35924_at
Q96PE3	35924_at
AAH42420	35925_at
O95154	35925_at
Q8IVN6	35925_at
Q8N5V6	35925_at
Q8NHP2	35925_at
Q8TAX1	35925_at
O75024	35926_s_at
O75025	35926_s_at
P00695	35926_s_at
Q8NHJ9	35926_s_at
Q8NHK0	35926_s_at
O75024	35927_r_at
O75025	35927_r_at
Q8NHJ9	35927_r_at
Q8NHK0	35927_r_at
P07202	35928_at
O00216	35929_s_at
Q01534	35929_s_at
Q8N9X9	35929_s_at
O00216	35930_at
Q01534	35930_at
Q8N9X9	35930_at
P17098	35931_at
O75610	35932_at
Q16603	35933_f_at
P41091	35934_at
Q92523	35935_at
Q92523	35936_g_at
AAH44218	35937_at
O19798	35937_at
O19799	35937_at
O19800	35937_at
O19801	35937_at
O19802	35937_at
O19803	35937_at
O78099	35937_at
O78100	35937_at
O78101	35937_at
O78102	35937_at
O78103	35937_at
O78104	35937_at
Q29980	35937_at
P47712	35938_at
Q01851	35939_s_at
Q01851	35940_at
AAH34993	35941_f_at
O43896	35941_f_at
Q96G64	35942_at
Q9NWG6	35942_at
Q06547	35943_s_at
Q8IYD0	35943_s_at
Q96CH3	35943_s_at
Q9BTH2	35943_s_at
O96024	35944_at
Q9H3I9	35944_at
Q15700	35945_at
Q92832	35946_at
AAH34699	35947_at
P22735	35947_at
Q13797	35948_at
Q8N6H6	35948_at
O94872	35949_at
Q8N5E2	35949_at
O60224	35950_at
Q8IUD8	35951_at
Q8IUE3	35951_at
Q9HDB5	35951_at
Q9Y4C0	35951_at
Q8IUW3	35952_at
Q8NHV3	35952_at
AAH27897	35953_at
P15169	35953_at
P01213	35954_at
---	35955_at
Q13046	35956_s_at
AAH36100	35957_at
AAH36443	35957_at
O75324	35957_at
Q9BRZ7	35957_at
---	35958_at
O94930	35959_at
O14920	35960_at
---	35961_at
Q8N6X0	35962_at
Q9Y2H9	35962_at
AAH39033	35963_at
O15232	35964_at
P17066	35965_at
Q8IYK7	35965_at
Q9BT95	35965_at
Q16769	35966_at
Q8NI73	35966_at
O43392	35967_at
P27540	35967_at
Q8NDC7	35967_at
O43392	35968_s_at
P27540	35968_s_at
Q8NDC7	35968_s_at
Q99550	35969_at
Q9H976	35969_at
Q99550	35970_g_at
Q9H976	35970_g_at
O43572	35971_at
Q96AJ7	35971_at
Q8N451	35972_at
Q9HAF7	35972_at
AAH30990	35973_at
O75407	35973_at
Q8IUH5	35973_at
Q9P088	35973_at
Q9UPZ8	35973_at
Q12912	35974_at
Q8N301	35974_at
BAA04090	35975_at
P42568	35975_at
Q8IVB0	35975_at
Q99966	35976_at
O94907	35977_at
O14668	35978_at
Q8NEK6	35978_at
Q96BZ1	35979_at
Q9Y5B0	35979_at
Q9Y6F5	35979_at
BAA25507	35980_at
Q9H8H5	35980_at
Q9NQ66	35980_at
AAH27895	35981_at
P48304	35981_at
Q12988	35982_at
Q9BV38	35983_at
AAH08348	35984_at
O75461	35984_at
Q9Y2D5	35985_at
Q8IY59	35986_at
Q8WYB4	35986_at
Q8WZ14	35986_at
Q9H7Z6	35986_at
Q9HAC5	35986_at
Q8IY59	35987_g_at
Q8WYB4	35987_g_at
Q8WZ14	35987_g_at
Q9H7Z6	35987_g_at
Q9HAC5	35987_g_at
Q8IY59	35988_i_at
Q8WYB4	35988_i_at
Q8WZ14	35988_i_at
Q9H7Z6	35988_i_at
Q9HAC5	35988_i_at
O43415	35989_at
Q9NPC6	35989_at
BAA32323	35990_at
Q9NUA8	35990_at
Q9Y4Y8	35991_at
O60682	35992_at
Q96GY3	35993_s_at
Q96H38	35993_s_at
Q96GY3	35994_at
Q96H38	35994_at
O95229	35995_at
Q99546	35996_at
Q99546	35997_g_at
---	35998_at
BAA34501	35999_r_at
Q8NCV7	35999_r_at
Q96CZ8	35999_r_at
Q9H0K1	35999_r_at
AAH09960	359_at
P78552	359_at
Q96BB4	359_at
Q9UDY5	359_at
P22105	36000_at
Q96QL7	36000_at
Q99941	36000_at
Q9NWF0	36000_at
Q14105	36001_at
Q9UBP6	36001_at
Q9Y2L5	36002_at
O95453	36003_at
AAH12114	36004_at
Q9Y6K9	36004_at
O96026	36005_at
Q96DX2	36005_at
---	36006_at
Q9Y3X6	36007_at
O75365	36008_at
Q8IVN5	36008_at
Q99849	36008_at
Q9BTW5	36008_at
O95337	36009_at
Q96SL4	36009_at
P50221	36010_at
Q15069	36010_at
O60499	36011_at
Q8WXW3	36012_at
Q8NBU6	36013_at
Q8TBB2	36013_at
Q9Y6R2	36013_at
AAO27356	36014_at
Q8IXA4	36014_at
Q8NC14	36014_at
Q96JW0	36014_at
Q8N2Z9	36015_at
O00230	36016_at
Q8IUV6	36016_at
Q8NFE5	36016_at
Q8NFG5	36016_at
O60648	36017_at
Q8TBG8	36017_at
Q96T69	36017_at
P56693	36018_at
P49842	36019_at
AAH46186	36020_at
Q15694	36020_at
Q8IZM7	36020_at
Q8N2N9	36020_at
Q8TDH5	36020_at
Q8TDH6	36020_at
Q96N30	36020_at
Q9H759	36020_at
Q9HCD1	36020_at
Q8WUE9	36021_at
Q9UJU2	36021_at
O75061	36022_at
P02810	36023_at
Q16378	36024_at
Q8NFB3	36024_at
Q8N2S0	36025_at
Q96PE2	36025_at
Q9Y4G3	36025_at
P15259	36026_at
P41584	36027_at
Q13488	36028_at
Q8TCH1	36028_at
Q8WVC5	36028_at
Q15777	36029_at
Q9BQ46	36030_at
Q9NWP4	36030_at
Q9Y4M3	36030_at
O00532	36031_at
O43658	36031_at
Q9H007	36031_at
Q9P0U6	36031_at
Q9UBC6	36031_at
Q9UIJ4	36031_at
Q9UK52	36031_at
Q9UK53	36031_at
Q9Y547	36032_at
Q9Y684	36032_at
Q8WXA9	36033_at
Q92546	36034_at
O43292	36035_at
Q9NSS0	36035_at
CAD62598	36036_at
P11277	36036_at
Q8WX82	36036_at
Q9UMA8	36036_at
CAD62598	36037_g_at
P11277	36037_g_at
Q8WX82	36037_g_at
Q9UMA8	36037_g_at
CAD62598	36038_r_at
P11277	36038_r_at
Q8WX82	36038_r_at
Q9UMA8	36038_r_at
P55822	36039_s_at
P55822	36040_at
O60545	36041_at
O75466	36041_at
Q96IJ1	36041_at
Q9UG38	36041_at
Q9UNW0	36041_at
